"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"62","heikel","balti",3938,"https://doi.org/10.32942/osf.io/rc8na","the effect of dominance rank on female reproductive success in social mammals","dieter lukas","germany",2003,"research article","vertebrates","https://github.com/dieterlukas/femaledominancereproduction_metaanalysis/tree/trunk/inputfiles","https://github.com/dieterlukas/femaledominancereproduction_metaanalysis/tree/trunk/inputfiles",0,"no","https://doi.org/10.24072/pcjournal.158","peer community journal","2022-08-30","no",3,"https://github.com/dieterlukas/femaledominancereproduction_metaanalysis","https://github.com/dieterlukas/femaledominancereproduction_metaanalysis","https://doi.org/10.24072/pcjournal.158",2021-10-13,10,3,321,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"63","heikel","balti",3935,"https://doi.org/10.32942/osf.io/nfcht","selective breeding to support the long-term persistence of coral reefs","kate quigley","australia",2001,"book chapter","invertebrates",NA,NA,1,"no","https://doi.org/10.1007/978-3-031-07055-6_5","book chapter","2022-09-13","yes",2,NA,NA,NA,2021-10-14,1,3,334,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"64","heikel","balti",3934,"https://doi.org/10.32942/osf.io/7pb4m","why understanding stakeholder perspectives and emotions is important in upland woodland creation – a case study from cumbria, uk","sara vangerschov iversen","denmark",2016,"reviews and meta-analyses","stakeholders",NA,NA,0,"no","https://doi.org/10.1016/j.landusepol.2021.105929","land use policy","2022-03-01","no",9,NA,NA,"https://doi.org/10.1016/j.landusepol.2021.105929",2021-10-15,3,5,137,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"65","heikel","balti",3932,"https://doi.org/10.32942/osf.io/6bpqm","ocean acidification and bivalve byssus: explaining variable responses using meta-analysis","jeff clements","canada",2011,"reviews and meta-analyses","invertebrates","https://osf.io/kusyc/","https://osf.io/kusyc/",0,"no","https://doi.org/10.3354/meps14101","marine ecology progress series","2022-08-11","no",6,"https://www.int-res.com/articles/suppl/m694p089_supp/","https://www.int-res.com/articles/suppl/m694p089_supp/","https://doi.org/10.3354/meps14101",2021-10-16,6,2,299,"preprint",0,0,0,0,1,1,"yes","yes","no","no"
"66","heikel","balti",3933,"https://doi.org/10.32942/osf.io/3tdfk","transcription factors evolve faster than their structural gene targets in the flavonoid pigment pathway","lucas c wheeler","united states of america",2016,"research article","plants","https://osf.io/b7gcp/","https://osf.io/b7gcp/",0,"no","https://doi.org/10.1093/molbev/msac044","molecular biology and evolution","2022-02-22","no",15,"https://osf.io/b7gcp/","https://osf.io/b7gcp/","https://doi.org/10.1093/molbev/msac044",2021-10-16,3,10,129,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"67","heikel","balti",3931,"https://doi.org/10.32942/osf.io/9zctr","causes and consequences of variation in early-life telomere length in a bird metapopulation","michael le pepke","norway",2018,"research article","vertebrates, metapopulation of birds","none","none",0,"no","https://doi.org/10.1002/ece3.9144","ecology and evolution","2022-07-31","no",6,"https://doi.org/10.5061/dryad.612jm6463","none","https://doi.org/10.1002/ece3.9144",2021-10-17,3,8,287,"preprint",0,0,0,0,0,1,"no","no","yes","no"
"68","heikel","balti",3929,"https://doi.org/10.32942/osf.io/uvbfj","ncbitaxonomy.jl - rapid biological names finding and reconciliation","timothée poisot","canada",2009,"methods papers","package for taxonomic names",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-21,1,4,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"69","heikel","balti",3930,"https://doi.org/10.32942/osf.io/mbsyf","the invention of fistfighting","william buckner","united states of america",2017,"opinion","vertebrates","https://osf.io/fta6h","none",2,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-21,5,1,NA,"preprint",0,0,0,0,0,1,"yes","no","not applicable","not applicable"
"70","heikel","balti",3927,"https://doi.org/10.32942/osf.io/3sjwx","ecology and conservation of a living fossil: australias wollemi pine (wollemia nobilis)","berin dylan ewing mackenzie","australia",1999,"book chapter","plants",NA,NA,8,"no","https://doi.org/10.1016/b978-0-12-821139-7.00188-4","book chapter","2021-12-01","no",7,NA,NA,"https://doi.org/10.1016/B978-0-12-821139-7.00188-4",2021-10-22,2,10,40,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"71","michael","bertram",4110,"https://doi.org/10.32942/osf.io/fu27s","applying the few nexus concept at the local scale","jennifer schmidt","united states of america",2008,"research article","humans","none","none",NA,"no","https://doi.org/10.1038/s41893-021-00719-1","nature sustainability","2021-05-13","yes",43,"none","none","https://doi.org/10.1038/s41893-021-00719-1",2021-04-01,2,10,42,"preprint",0,0,0,0,0,0,"no","no","no","no"
"72","michael","bertram",4123,"https://doi.org/10.32942/osf.io/b87ng","contrasting climate velocity impacts in warm and cool locations show that effects of marine warming are worse in already warmer temperate waters","philina english","canada",2011,"research article","vertebrates","https://open.canada.ca/","none",NA,"no","https://doi.org/10.1111/faf.12613","fish and fisheries","2021-10-04","no",18,"https://open.canada.ca/data/en/dataset/a278d1af-d567-4964-a109-ae1e84cbd24a","https://github.com/pbs-assess/gfvelocities","https://doi.org/10.1111/faf.12613",2021-04-01,5,9,186,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"73","michael","bertram",4106,"https://doi.org/10.32942/osf.io/w6n23","ecological mechanisms underlying aridity thresholds in global drylands","blai vidiella rocamora","spain",2017,"reviews and meta-analyses","plants",NA,NA,NA,"no","https://doi.org/10.1111/1365-2435.13962","functional ecology","2021-10-30","no",37,NA,NA,"https://doi.org/10.1111/1365-2435.13962",2021-04-02,1,4,211,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"74","michael","bertram",4104,"https://doi.org/10.32942/osf.io/72x9f","fungus-bacterium associations are widespread in fungal cultures isolated from a semi-arid natural grassland in germany","matthias c. rillig","germany",1995,"research article","fungi, microorganisms","https://www.ebi.ac.uk/ena/browser/home","none",NA,"no","https://doi.org/10.1093/femsec/fiab059","fems microbiology ecology","2021-04-16","no",2,"https://academic.oup.com/femsec/article-lookup/doi/10.1093/femsec/fiab059#supplementary-data?","none","https://doi.org/10.1093/femsec/fiab059",2021-04-06,1,6,10,"preprint",0,0,1,1,0,0,"no","no","yes","no"
"75","michael","bertram",4103,"https://doi.org/10.32942/osf.io/sn5jr","betabayes - a bayesian approach for comparing ecological communities","filipe s. dias","portugal",2013,"methods papers","plants","https://osf.io/u8e2d/","https://osf.io/u8e2d/",1,"no","https://doi.org/10.3390/d14100858","diversity","2022-10-11","no",2,"https://www.science.org/doi/10.1126/science.1066854","https://www.mdpi.com/article/10.3390/d14100858/s1","https://doi.org/10.3390/d14100858",2021-04-08,9,4,551,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"76","michael","bertram",4105,"https://doi.org/10.32942/osf.io/k7pmz","methods for testing publication bias in ecological and evolutionary meta-analyses","shinichi nakagawa","australia",2001,"reviews and meta-analyses","metaanalysis of research, no taxa studied","https://github.com/itchyshin/publication_bias","https://github.com/itchyshin/publication_bias",NA,"no","https://doi.org/10.1111/2041-210x.13724","methods in ecology and evolution","2021-10-09","no",114,"https://zenodo.org/record/5504537#.yximxxlxwss","https://zenodo.org/record/5504537#.yximxxlxwss","https://doi.org/10.1111/2041-210X.13724",2021-04-08,1,9,184,"preprint",0,0,0,0,0,0,"yes","yes","no","no"
"77","michael","bertram",4102,"https://doi.org/10.32942/osf.io/46zgd","welcome to the pyrocene: animal survival in the age of megafire","dale nimmo","australia",2007,"reviews and meta-analyses","review article",NA,NA,NA,"no","https://doi.org/10.1111/gcb.15834","global change biology","2021-08-17","no",51,NA,NA,"https://doi.org/10.1111/gcb.15834",2021-04-10,3,4,129,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"78","michael","bertram",4099,"https://doi.org/10.32942/osf.io/zk2bu","understanding determinants of the intention to purchase rhino horn in vietnam through the theory of planned behaviour and the theory of interpersonal behaviour","hoai nam dang vu","denmark",2015,"research article","humans","none","none",NA,"no","https://doi.org/10.1016/j.ecolecon.2022.107361","ecological economics","2022-02-03","yes",9,"https://doi. org/10.17894/ucph.ad013106-697f-4632-b548-309b9a46e503","none",NA,2021-04-12,1,2,297,"preprint",0,0,0,0,0,0,"no","no","yes","no"
"79","michael","bertram",4100,"https://doi.org/10.32942/osf.io/y6pzk","conserving rhinos by legal trade: insights from a choice experiment on rhino horn consumers","hoai nam dang vu","denmark",2015,"research article","humans","none","none",NA,"no","https://doi.org/10.1016/j.ecolecon.2021.107287","ecological economics","2021-11-20","yes",10,"https://doi.org/10.17894/ucph.89589f25-64ed-47c9-a5db-f7cc4252efd2","none","https://doi.org/10.1016/j.ecolecon.2021.107287",2021-04-12,1,3,222,"preprint",0,0,0,0,0,0,"no","no","yes","no"
"80","michael","bertram",4101,"https://doi.org/10.32942/osf.io/sx6p8","spillback in the anthropocene: the risk of human-to-wildlife pathogen transmission for conservation and public health","anna c fagre","united states of america",2013,"reviews and meta-analyses","microorganisms, vertebrates","none","none",9,"no","https://doi.org/10.1111/ele.14003","ecology letters","2022-03-22","yes",21,"https://doi.org/10.5281/zenodo.6334167","none",NA,2021-04-12,1,10,344,"preprint",0,0,0,1,0,1,"no","no","yes","no"
"81","michael","bertram",4097,"https://doi.org/10.32942/osf.io/m8fd2","el histórico acuerdo de escazú: una oportunidad para integrar democracia, derechos humanos y conservación transfronteriza","sofía lópez-cubillos","australia",2013,"reviews and meta-analyses","review article","none","none",NA,"no","https://doi.org/10.1111/conl.12838","conservation letters","2021-09-10","no",13,"https://espace.library.uq.edu.au/view/uq:fd617f0","none","https://doi.org/10.1111/conl.12838",2021-04-13,3,10,150,"preprint",0,0,0,0,0,0,"no","no","no","no"
"82","michael","bertram",4098,"https://doi.org/10.32942/osf.io/qh9sz","broad-scale applications of the raspberry pi:  a review and guide for biologists","jolle wolter jolles","germany",2011,"reviews and meta-analyses","review",NA,NA,NA,"no","https://doi.org/10.1111/2041-210x.13652","methods in ecology and evolution","2021-06-23","no",102,NA,NA,"https://doi.org/10.1111/2041-210X.13652",2021-04-13,2,1,71,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"83","michael","bertram",4093,"https://doi.org/10.32942/osf.io/dhvk8","reefscape genomics: leveraging advances in 3d imaging to assess fine-scale patterns of genomic variation on coral reefs","pim bongaerts","united states of america",2008,"reviews and meta-analyses","invertebrates",NA,NA,NA,"no","https://doi.org/10.3389/fmars.2021.638979","frontiers in marine science","2021-07-15","no",10,NA,NA,"https://doi.org/10.3389/fmars.2021.638979",2021-04-15,1,6,91,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"84","michael","bertram",4094,"https://doi.org/10.32942/osf.io/ebkqn","sponges facilitate primary producers in a bahamas seagrass system","stephanie archer","united states of america",2012,"research article","plants, invertebrates","https://doi.org/10.5061/dryad.qfttdz0gw","https://github.com/ecophilina/ircinia",NA,"no","https://doi.org/10.1007/s00227-021-03977-x","marine biology","2021-10-22","no",2,"https:// doi.org/10.5061/dryad.qfttdz0gw","https://github.com/ecophilina/ircinia","https://doi.org/10.1007/s00227-021-03977-x",2021-04-15,1,4,190,"preprint",1,0,0,0,1,1,"yes","yes","yes","yes"
"85","michael","bertram",4096,"https://doi.org/10.32942/osf.io/5zvx2","covid-19 and small-scale fisheries in africa: impacts on livelihoods and the fish value chain in cameroon and liberia","neville n. suh","cameroon",2019,"research article","human","none","none",NA,"no","https://doi.org/10.1016/j.marpol.2022.105104","marine policy","2022-05-14","no",18,"none","none","https://doi.org/10.1016/j.marpol.2022.105104",2021-04-15,1,6,394,"preprint",0,0,0,0,0,0,"no","no","no","no"
"86","michael","bertram",4092,"https://doi.org/10.32942/osf.io/b2ux7","estimating complex ecological variables at high resolution in heterogeneous terrain using multivariate matching algorithms","rachel renne","united states of america",2019,"methods papers","plants","https://github.com/drylandecology/rmultivariatematchingalgorithms","https://github.com/drylandecology/rmultivariatematchingalgorithms",3,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-04-16,2,5,NA,"preprint",1,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"87","michael","bertram",4090,"https://doi.org/10.32942/osf.io/uceb5","the european turtle dove in the ecotone between woodland and farmland: multi-scale habitat associations and implications for the design of management interventions","carles carboneras","spain",1984,"reviews and meta-analyses","vertebrates",NA,NA,NA,"no","https://doi.org/10.1007/s10336-021-01946-1","journal of ornithology","2022-01-05","no",7,NA,NA,"https://doi.org/10.1007/s10336-021-01946-1",2021-04-19,2,3,261,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"88","michael","bertram",4091,"https://doi.org/10.32942/osf.io/9whck","drivers and consequences of partial migration in an alpine bird species","øyvind lorvik arnekleiv","norway",2021,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1002/ece3.8690","ecology and evolution","2022-03-10","no",4,"https://doi.org/10.17605/osf.io/cy68w","https://doi.org/10.17605/osf.io/cy68w","https://doi.org/10.1002/ece3.8690",2021-04-19,5,5,325,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"89","michael","bertram",4089,"https://doi.org/10.32942/osf.io/xcp6h","how feedback and feed-forward mechanisms link determinants of social dominance","tobit dehnen","united kingdom",2021,"reviews and meta-analyses","review article",NA,NA,5,"no","https://doi.org/10.1111/brv.12838","biological reviews","2022-02-12","no",15,NA,NA,"https://doi.org/10.1111/brv.12838",2021-04-20,3,4,298,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"90","michael","bertram",4085,"https://doi.org/10.32942/osf.io/9srpy","terminology use in animal personality research: a self-report questionnaire and a systematic review","alfredo sánchez-tójar","germany",2013,"reviews and meta-analyses","humans","https://github.com/asanchez-tojar/animal_personality_terminology","https://github.com/asanchez-tojar/animal_personality_terminology",NA,"no","https://doi.org/10.1098/rspb.2021.2259","proceedings of the royal society b: biological sciences","2022-02-02","no",25,"https://doi.org/10.5281/zenodo.5848521","https://doi.org/10.5281/zenodo.5848521","https://doi.org/10.1098/rspb.2021.2259",2021-04-21,3,3,287,"preprint",0,0,0,0,0,0,"yes","yes","yes","yes"
