"","...1","assigned_to","nr","extractors_first_name","extractors_last_name","preprint_id","preprint_doi.x","preprint_title.x","submitting_author.x","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","current_version.x","data_link_article","code_link_article","publisher_doi.x","preprint_published_date","total_authors.x","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","type_of_preprint","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned","check_completed","check_comment","doi.1","journal_name","is_oa","oa_status","preprint_title.y","preprint_doi.y","publisher_doi.y","reuse_licence","submitted_date","accepted_date","published_date","update_date","current_version.y","version_date","submitting_author.y","authors_list","total_authors.y"
"916",916,"birgit szabo",916,"rapha√´l","royaut√©",4623,"https://doi.org/10.32942/x24w2k","deep reticulation: the long legacy of hybridization in vascular plant evolution","douglas e. soltis","united states of america",1977,"plants","none","none",0,"no","https://doi.org/10.1111/tpj.16142","the plant journal",2023-02-12,"no",18,1,"none","none",NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"reviews and meta-analyses","no","no","no","no","yes",NA,NA,NA,NA,NA,"Deep reticulation: the long legacy of hybridization in vascular plant evolution","https://doi.org/10.32942/X24W2K","https://doi.org/10.1111/tpj.16142","CC BY-NC-SA 4.0",2022-10-26,2022-10-26,2022-10-26,NA,1,2022-10-26,"Gregory W Stull","Gregory W Stull, Kasey K Pham, Pamela S Soltis, Douglas E Soltis",4
"917",917,"louis bliard",917,"rapha√´l","royaut√©",4625,"https://doi.org/10.32942/x21592","beyond genes-for-behaviour: the potential for genomics to resolve questions in avian brood parasitism","katja rönkä","finland",2015,"vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,1,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Beyond genes-for-behaviour: the potential for genomics to resolve questions in avian brood parasitism","https://doi.org/10.32942/X21592",NA,"CC BY-NC 4.0",2022-10-27,2022-10-27,2022-10-27,NA,1,2022-10-27,"Katja Helena Rönkä","Katja Helena Rönkä, Fabrice Eroukhmanoff, Jonna Kulmuni, Pierre Nouhaud, Rose Thorogood",5
"918",918,"louis bliard",918,"rapha√´l","royaut√©",4627,"https://doi.org/10.32942/x2wc74","a globally integrated structure of taxonomy supporting biodiversity science and conservation","emily l. sandall","united states of america",2016,"plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1016/j.tree.2023.08.004","trends in ecology and evolution",2023-09-06,"no",0,4,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","no","no","yes","yes","yes","link to code https://doi.org/10.5281/zenodo.8174867; too many links to data",NA,NA,NA,NA,"A globally integrated structure of taxonomy supporting biodiversity science and conservation","https://doi.org/10.32942/X2WC74","https://doi.org/10.1016/j.tree.2023.08.004","CC BY 4.0",2022-10-28,2022-10-28,2022-10-28,NA,4,2023-09-07,"Aurore Maureaud","Emily L. Sandall, Aurore Maureaud, Robert Guralnick, Melodie A. McGeoch, Yanina V. Sica, Matthew Rogan, Douglas B. Booher, Robert Edwards, Nico Franz, Kate Ingenloff, Maisha Lucas, Charles J. Marsh, Jennifer McGowan, Stefan Pinkert, Ajay Ranipeta, Peter Uetz, John Wieczorek, Walter Jetz",19
"919",919,"louis bliard",919,"rapha√´l","royaut√©",4637,"https://doi.org/10.32942/x2mw2x","mammalian resilience to megafire in western u.s. woodland savannas","kendall lee calhoun","united states of america",2016,"vertebrates","none","none",1,"no","https://doi.org/10.1002/ecs2.4613","ecosphere",2023-07-16,"no",2,2,"https://doi.org/10.6078/d1w70r","none",NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","no","no","yes","yes","yes","link to code https://doi.org/10.5281/zenodo.795764",NA,NA,NA,NA,"Mammalian resilience to megafire in western U.S. woodland savannas","https://doi.org/10.32942/X2MW2X","https://doi.org/10.1002/ecs2.4613","CC BY-NC-ND 4.0",2022-10-28,2022-10-29,2022-10-29,NA,2,2023-07-25,"Kendall Lee Calhoun","Kendall Lee Calhoun, Benjamin R Goldstein, Kaitlyn M Gaynor, Alex McInturff, Leonel Solorio, Justin S Brashares",6
"920",920,"louis bliard",920,"rapha√´l","royaut√©",4638,"https://doi.org/10.32942/x2rp4v","behavioral plasticity allows ungulates to balance risk and reward following megafire","kendall lee calhoun","united states of america",2016,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Behavioral plasticity allows ungulates to balance risk and reward following megafire","https://doi.org/10.32942/X2RP4V",NA,"CC BY-NC-ND 4.0",2022-10-28,2022-10-29,2022-10-29,NA,1,2022-10-29,"Kendall Lee Calhoun","Kendall Lee Calhoun, Thomas Connor, Kaitlyn M Gaynor, Amy Van Scoyoc, Alex McInturff, Samantha E.S. Kreling, Justin S Brashares",7
"921",921,"louis bliard",921,"saeed","shafiei sabet",5994,"https://doi.org/10.32942/x21g7d","using the r package popharvest to assess the sustainability of offtake in birds","fred allen johnson","denmark",1984,"vertebrates, birds","none","none",0,"no",NA,NA,NA,NA,NA,3,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"methods papers","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Using the R package popharvest to assess the sustainability of offtake in birds","https://doi.org/10.32942/X21G7D",NA,"No CC license",2023-09-27,2023-09-28,2023-09-28,NA,2,2023-09-28,"Fred Allen Johnson","Fred Allen Johnson, Cyril Eraud, Charlotte Francesiaz, Guthrie S. Zimmerman, Mark D. Koneff",5
"922",922,"louis bliard",922,"in√™s","silva",3719,"https://doi.org/10.32942/osf.io/mtxuk","phenotypic plasticity made simple, but not too simple","john r stinchcombe","united states of america",2000,"plants",NA,NA,0,"no","https://doi.org/10.1002/ajb2.16068","american journal of botany",2022-09-15,"no",2,6,NA,NA,"https://doi.org/10.1002/ajb2.16068",2022-06-29,2,78,"preprint",1,0,0,0,0,0,"comment","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1002/ajb2.16068","American Journal of Botany",TRUE,"hybrid","PHENOTYPIC PLASTICITY MADE SIMPLE, BUT NOT TOO SIMPLE","https://doi.org/10.32942/osf.io/mtxuk","https://doi.org/10.1002/ajb2.16068","CC BY-SA 4.0",2022-06-29,2022-06-29,2022-06-29,2022-06-29,6,2023-04-22,"John R Stinchcombe","Richard Gomulkiewicz, John R Stinchcombe",2
"923",923,"louis bliard",923,"in√™s","silva",3720,"https://doi.org/10.32942/osf.io/4y9vn","record of halmahera walking (hemiscyllium halmahera) shark in south morotai","muhammad ichsan","indonesia",2013,"vertebrates",NA,NA,0,"no","https://doi.org/10.1088/1755-1315/1221/1/012078","iop conference series: earth and environmental science",NA,"yes",0,3,NA,NA,NA,2022-06-29,4,NA,"preprint",0,0,0,0,0,1,"research article","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Record of Halmahera Walking (Hemiscyllium halmahera) Shark in South Morotai","https://doi.org/10.32942/osf.io/4y9vn",NA,"CC BY-NC 4.0",2022-06-29,2022-06-29,2022-06-29,2022-07-15,3,2022-07-15,"Muhammad Ichsan","Muhammad Ichsan, Harimurti Asih Bimantara, Niomi Pridina, Adinda Nindya Wardhanie",4
"924",924,"louis bliard",924,"in√™s","silva",3717,"https://doi.org/10.32942/osf.io/3nmh8","when bacteria are phage playgrounds: interactions between viruses, cells and mobile genetic elements","eduardo p. c. rocha","france",1997,"microorganisms",NA,NA,0,"no","https://doi.org/10.1016/j.mib.2022.102230","current opinion in microbiology",2022-11-03,"no",6,1,NA,NA,"https://doi.org/10.1016/j.mib.2022.102230",2022-07-01,4,125,"preprint",0,0,0,1,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.mib.2022.102230","Current Opinion in Microbiology",TRUE,"hybrid","When bacteria are phage playgrounds: interactions between viruses, cells and mobile genetic elements","https://doi.org/10.32942/osf.io/3nmh8","https://doi.org/10.1016/j.mib.2022.102230","CC BY-NC-ND 4.0",2022-06-29,2022-07-01,2022-07-01,2022-07-01,1,2022-06-29,"Eduardo P. C. Rocha","Eugen Pfeifer, Jorge Moura de Sousa, Marie Touchon, Eduardo P. C. Rocha",4
"925",925,"louis bliard",925,"in√™s","silva",3715,"https://doi.org/10.32942/osf.io/hya68","methodological inconsistencies define thermal bottlenecks in fish life cycle: a comment on dahlke et al. 2020","patrice pottier","australia",2018,"vertebrates",NA,NA,0,"no","https://doi.org/10.1007/s10682-022-10157-w","evolutionary ecology",2022-02-15,"no",12,2,NA,NA,"https://doi.org/10.1007/s10682-022-10157-w",2022-07-03,4,-138,"postprint",0,0,0,0,0,1,"comment","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1007/s10682-022-10157-w","Evolutionary Ecology",FALSE,"closed","Methodological inconsistencies define thermal bottlenecks in fish life cycle: a comment on Dahlke et al. 2020","https://doi.org/10.32942/osf.io/hya68","https://doi.org/10.1007/s10682-022-10157-w","CC BY-SA 4.0",2022-07-03,2022-07-03,2022-07-03,2022-07-03,2,2022-07-03,"Patrice Pottier","Patrice Pottier, Samantha Burke, Szymon Marian Drobniak, Shinichi Nakagawa",4
"926",926,"louis bliard",926,"in√™s","silva",3712,"https://doi.org/10.32942/osf.io/u86q7","high tolerance to zinc but no evidence for local adaptation in the aquatic plant lemna minor","sofia julia van moorsel","switzerland",2011,"plants","none","none",2,"no","https://doi.org/10.1111/njb.04078","nordic journal of botany",2023-10-10,"yes",1,3,NA,NA,NA,2022-07-05,4,462,"preprint",1,0,0,0,0,0,"research article","no","no","yes","yes","yes","link to data https://doi.org/10.5061/dryad.kd51c5bc3 and code https://doi.org/10.5281/zenodo.8225958",NA,NA,NA,NA,"High tolerance to zinc but no evidence for local adaptation in the aquatic plant Lemna minor","https://doi.org/10.32942/osf.io/u86q7",NA,"CC BY-SA 4.0",2022-07-05,2022-07-05,2022-07-05,2022-07-05,3,2023-04-24,"Sofia Julia van Moorsel","Sofia Vamos, Cheng Li, Aboubakr Moradi, Sofia Julia van Moorsel",4
"927",927,"elvira d'bastiani",927,"in√™s","silva",3713,"https://doi.org/10.32942/osf.io/642xb","the brain’s bootstrapping problem and its consequences: parental provisioning and variation in vertebrate brain sizes","carel p. van schaik","germany",1977,"vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-05,6,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The brain’s bootstrapping problem and its consequences: Parental provisioning and variation in vertebrate brain sizes","https://doi.org/10.32942/osf.io/642xb",NA,"CC BY-NC-SA 4.0",2022-07-05,2022-07-05,2022-07-05,2022-07-05,1,2022-07-05,"Carel P. van Schaik","Carel P. van Schaik, Zitan Song, Carolline Schuppli, Szymon M Drobniak, Sandra A Heldstab, Michael Griesser",6
"928",928,"elvira d'bastiani",928,"in√™s","silva",3714,"https://doi.org/10.32942/osf.io/2f6uk","herodotools: an r package to integrate macroevolution, community ecology, and biogeography","gabriel nakamura","united states of america",2014,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","https://github.com/gabrielnakamura/herodotools/tree/main/inst/extdata","https://github.com/gabrielnakamura/herodotools/",0,"no","https://doi.org/10.1111/jbi.14610","journal of biogeography",2023-03-30,"yes",5,2,NA,NA,"https://doi.org/10.1111/jbi.14610",2022-07-05,6,268,"preprint",0,0,0,0,0,0,"methods papers","yes","yes","not applicable","not applicable","yes",NA,"10.1111/jbi.14610","Journal of Biogeography",FALSE,"closed","Herodotools: An R package to integrate macroevolution, community ecology, and biogeography","https://doi.org/10.32942/osf.io/2f6uk","https://doi.org/10.1111/jbi.14610","CC BY-SA 4.0",2022-07-04,2022-07-05,2022-07-05,2022-07-05,2,2023-03-03,"Gabriel Nakamura","Gabriel Nakamura, Arthur Vinícius Rodrigues, André Luíz Luza, Renan Maestri, Vanderlei Debastiani, Leandro da Silva Duarte",6
"929",929,"elvira d'bastiani",929,"in√™s","silva",3711,"https://doi.org/10.32942/osf.io/sm6xq","research protocol: the effectiveness of feed efficiency and husbandry in mitigating the enteric methane emissions of dairy and beef cattle in temperate farming systems; a rapid synthesis and network meta-analysis","jodie vaughan","united kingdom",2022,"vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-11,2,NA,"preprint",0,0,0,0,0,1,"other","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Research protocol: The effectiveness of feed efficiency and husbandry in mitigating the enteric methane emissions of dairy and beef cattle in temperate farming systems; a rapid synthesis and network meta-analysis","https://doi.org/10.32942/osf.io/sm6xq",NA,"CC BY-NC 4.0",2022-07-11,2022-07-11,2022-07-11,2022-07-11,1,2022-07-11,"Jodie Vaughan","Jodie Vaughan, Gavin Stewart",2
"930",930,"elvira d'bastiani",930,"in√™s","silva",3710,"https://doi.org/10.32942/osf.io/fb8k7","jointly modeling the evolution of discrete and continuous traits","james boyko","united states of america",2017,"plants","none","none",1,"no",NA,NA,NA,NA,NA,4,NA,NA,NA,2022-07-13,3,NA,"preprint",1,0,0,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Jointly Modeling the Evolution of Discrete and Continuous Traits","https://doi.org/10.32942/osf.io/fb8k7",NA,"CC BY-SA 4.0",2022-07-13,2022-07-13,2022-07-13,2022-07-28,4,2022-07-28,"James Boyko","James Boyko, Brian O'Meara, Jeremy Beaulieu",3
"931",931,"elvira d'bastiani",931,"in√™s","silva",3709,"https://doi.org/10.32942/osf.io/b6rf4","the role of genomics in the future of esa decision-making","brenna forester","united states of america",2013,"plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,7,"no",NA,"book chapter",NA,NA,NA,1,NA,NA,NA,2022-07-14,2,NA,"preprint",0,0,0,0,0,0,"book chapter","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The role of genomics in the future of ESA decision-making","https://doi.org/10.32942/osf.io/b6rf4",NA,"CC BY-NC-ND 4.0",2022-07-14,2022-07-14,2022-07-14,2022-07-14,1,2022-07-14,"Brenna Forester","Brenna Forester, Tanya Lama",2
"932",932,"elvira d'bastiani",932,"in√™s","silva",3708,"https://doi.org/10.32942/osf.io/gx65w","social niche shapes social behavior and cortisol concentrations during adolescence in female guinea pigs","taylor lynne rystrom","germany",2018,"vertebrates","https://osf.io/n5yuw/","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-16,4,NA,"preprint",0,0,0,0,0,1,"research article","yes","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Social niche shapes social behavior and cortisol concentrations during adolescence in female guinea pigs","https://doi.org/10.32942/osf.io/gx65w",NA,"CC BY-ND 4.0",2022-07-15,2022-07-16,2022-07-16,2022-07-16,1,2022-07-15,"Taylor Lynne Rystrom","Taylor Lynne Rystrom, S. Helene Richter, Norbert Sachser, Sylvia Kaiser",4
"933",933,"elvira d'bastiani",933,"in√™s","silva",3706,"https://doi.org/10.32942/osf.io/dg7hw","fundiversity: a modular r package to compute functional diversity indices","matthias grenié","germany",2016,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","https://github.com/funecology/fundiversity","https://github.com/funecology/fundiversity",3,"no","https://doi.org/10.1111/ecog.06585","ecography",2023-02-13,"no",3,6,"https://github.com/funecology/fundiversity","https://github.com/funecology/fundiversity","https://doi.org/10.1111/ecog.06585",2022-07-18,2,210,"preprint",0,0,0,0,0,1,"methods papers","yes","yes","yes","yes","yes",NA,"10.1111/ecog.06585","Ecography",TRUE,"gold","fundiversity: a modular R package to compute functional diversity indices","https://doi.org/10.32942/osf.io/dg7hw","https://doi.org/10.1111/ecog.06585","CC BY-SA 4.0",2022-07-18,2022-07-18,2022-07-18,2022-08-25,6,2023-02-15,"Matthias Grenié","Matthias Grenié, Hugo Gruson",2
"934",934,"elvira d'bastiani",934,"in√™s","silva",3707,"https://doi.org/10.32942/osf.io/brfas","draft for open consultation. the amphibian conservation action plan (acap): a status review and roadmap for global amphibian conservation.","amphibian specialist group iucn ssc","new zealand",2013,"vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-18,1,NA,"preprint",0,0,0,0,0,1,"other","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Draft for Open Consultation. The Amphibian Conservation Action Plan (ACAP): A status review and roadmap for global amphibian conservation.","https://doi.org/10.32942/osf.io/brfas",NA,"CC BY-NC 4.0",2022-07-17,2022-07-18,2022-07-18,2022-07-18,1,2022-07-17,"Amphibian Specialist Group IUCN SSC","Amphibian Specialist Group IUCN SSC",1
"935",935,"elvira d'bastiani",935,"in√™s","silva",3705,"https://doi.org/10.32942/osf.io/9qyb2","perturbations of key individuals trigger shifts in group-level dominance patterns","annemarie van der marel","united states of america",2014,"vertebrates","https://github.com/annemarievdmarel/monk_dompattern","https://github.com/annemarievdmarel/monk_dompattern",2,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-20,6,NA,"preprint",0,0,0,0,0,1,"research article","yes","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Perturbations of key individuals trigger shifts in group-level dominance patterns","https://doi.org/10.32942/osf.io/9qyb2",NA,"CC BY-NC 4.0",2022-07-20,2022-07-20,2022-07-20,2022-07-20,1,2022-07-20,"Annemarie van der Marel","Annemarie van der Marel, Xavier Francis, Claire L. O'Connell, Cesar Omar Estien, Chelsea E Carminito, Elizabeth A. Hobson",6
"936",936,"elvira d'bastiani",936,"in√™s","silva",3703,"https://doi.org/10.32942/osf.io/m382v","effect of forest understorey stand density on woodland caribou habitat use","steven foster wilson","canada",2021,"vertebrates","none","https://osf.io/gdnc9/",0,"no","https://doi.org/10.1139/cjfr-2023-0105","canadian journal of forest research",2023-10-06,"yes",0,4,"none","https://osf.io/gdnc9/","https://doi.org/10.1139/cjfr-2023-0105",2022-07-21,4,442,"preprint",0,0,0,0,0,1,"research article","no","yes","no","yes","yes",NA,"10.1139/cjfr-2023-0105","Canadian Journal of Forest Research",TRUE,"hybrid","Effect of Forest Understorey Stand Density on Woodland Caribou Habitat Use","https://doi.org/10.32942/osf.io/m382v","https://doi.org/10.1139/cjfr-2023-0105","CC BY-SA 4.0",2022-07-21,2022-07-21,2022-07-21,2022-08-08,4,2023-08-09,"Steven Foster Wilson","Steven Foster Wilson, Thomas D. Nudds, Philip Green, Andrew de Vries",4
"937",937,"elina takola",937,"in√™s","silva",3702,"https://doi.org/10.32942/osf.io/4p638","shared neural transcriptomic patterns underlie the repeated evolution of mutualistic cleaning behavior in labridae wrasses","rebecca young","united states of america",2004,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-25,6,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Shared neural transcriptomic patterns underlie the repeated evolution of mutualistic cleaning behavior in Labridae wrasses","https://doi.org/10.32942/osf.io/4p638",NA,"CC BY-SA 4.0",2022-07-25,2022-07-25,2022-07-25,2022-07-25,1,2022-07-25,"Rebecca Young","Rebecca Young, Chelsea Weitekamp, Zegni Triki, Yiheng Su, Redouan Bshary, Hans Hofmann",6
"938",938,"elina takola",938,"in√™s","silva",3699,"https://doi.org/10.32942/osf.io/mpq7f","european light skin may have evolved as an adaptation to the neolithic sedentary lifestyle","manuel ferrando-bernal","spain",2017,"vertebrates","https://reich.hms.harvard.edu/","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-28,1,NA,"preprint",0,0,0,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"European light skin may have evolved as an adaptation to the Neolithic sedentary lifestyle","https://doi.org/10.32942/osf.io/mpq7f",NA,"CC BY-NC-SA 4.0",2022-07-28,2022-07-28,2022-07-28,2022-07-28,1,2022-07-28,"Manuel Ferrando-Bernal","Manuel Ferrando-Bernal",1
"939",939,"elina takola",939,"in√™s","silva",3697,"https://doi.org/10.32942/osf.io/3uae9","the courage of hopelessness: a transformative change for conservation sciences","marco malavasi","czechia",2013,NA,NA,NA,0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,2022-07-29,1,NA,"preprint",0,0,0,0,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The courage of hopelessness: a transformative change for conservation sciences","https://doi.org/10.32942/osf.io/3uae9",NA,"CC BY-SA 4.0",2022-07-29,2022-07-29,2022-07-29,2022-09-13,2,2022-09-13,"Marco Malavasi","Marco Malavasi",1
"940",940,"elina takola",940,"in√™s","silva",3698,"https://doi.org/10.32942/osf.io/8wuce","female preferences for higher vocal effort in neotropical singing mice","tracy burkhard","united states of america",2015,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-07-29,3,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Female preferences for higher vocal effort in Neotropical singing mice","https://doi.org/10.32942/osf.io/8wuce",NA,"CC BY-SA 4.0",2022-07-29,2022-07-29,2022-07-29,2022-07-29,1,2022-07-29,"Tracy Burkhard","Tracy Burkhard, E. Raney Sachs, Steve Phelps",3
"941",941,"elina takola",941,"in√™s","silva",3696,"https://doi.org/10.32942/osf.io/g5xhz","experimental validation of transposable element insertions using the polymerase chain reaction (pcr)","marta coronado-zamora","spain",2016,"invertebrates",NA,NA,0,"no","https://doi.org/10.1007/978-1-0716-2883-6_6","transposable elements",2022-12-01,"no",1,1,NA,NA,NA,2022-07-30,3,124,"preprint",0,0,0,0,1,1,"other","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Experimental validation of transposable element insertions using the Polymerase Chain Reaction (PCR)","https://doi.org/10.32942/osf.io/g5xhz",NA,"CC BY-NC-ND 4.0",2022-07-30,2022-07-30,2022-07-30,2022-07-30,1,2022-07-30,"Marta Coronado-Zamora","Miriam Merenciano, Marta Coronado-Zamora, Josefa Gonzalez",3
"942",942,"elina takola",942,"in√™s","silva",3695,"https://doi.org/10.32942/osf.io/hn4by","the iucn red list is not sufficient to protect genetic diversity","chloé schmidt","united states of america",2016,"plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,4,"no","https://doi.org/10.1111/cobi.14064","conservation biology",2023-02-08,"yes",5,3,NA,NA,"https://doi.org/10.1111/cobi.14064",2022-08-01,5,191,"preprint",0,0,0,0,0,0,"other","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1111/cobi.14064","Conservation Biology",TRUE,"hybrid","The IUCN Red List is not sufficient to protect genetic diversity","https://doi.org/10.32942/osf.io/hn4by","https://doi.org/10.1111/cobi.14064","CC BY-SA 4.0",2022-08-01,2022-08-01,2022-08-01,2022-08-01,3,2023-05-10,"Chloé Schmidt","Chloé Schmidt, Sean Hoban, Margaret Hunter, Ivan Paz-Vinas, Colin Garroway",5
"943",943,"elina takola",943,"in√™s","silva",3694,"https://doi.org/10.32942/osf.io/e74bu","first recorded outbreak of veronaea botryosa in north american amphibians: clinicopathologic features of a rare cause of phaeohyphomycosis in captive white’s tree frogs (litoria caerulea)","anna c fagre","united states of america",2012,"fungi, vertebrates","none","none",0,"no","https://doi.org/10.1016/j.mmcr.2022.09.002","elsevier medical mycology case reports",2022-09-23,"yes",0,1,"none","none","https://doi.org/10.1016/j.mmcr.2022.09.002",2022-08-04,6,50,"preprint",0,0,1,0,0,1,"research article","no","no","no","no","yes",NA,"10.1016/j.mmcr.2022.09.002","Medical Mycology Case Reports",TRUE,"gold","First recorded outbreak of Veronaea botryosa in North American amphibians: clinicopathologic features of a rare cause of phaeohyphomycosis in captive White’s tree frogs (Litoria caerulea)","https://doi.org/10.32942/osf.io/e74bu","https://doi.org/10.1016/j.mmcr.2022.09.002","CC BY-NC-ND 4.0",2022-08-04,2022-08-04,2022-08-04,2022-08-05,1,2022-08-04,"Anna C Fagre","Treana Mayer, Alex Moskaluk, Jonathan Kolby, Michael Russell, Paula Shaffer, Anna C Fagre",6
"944",944,"elina takola",944,"in√™s","silva",3693,"https://doi.org/10.32942/osf.io/5hw36","characterizing the vector data ecosystem","sadie jane ryan","united states of america",1998,"invertebrates",NA,NA,0,"no","https://doi.org/10.1093/jme/tjad009","journal of medical entomology",2023-02-08,"no",2,1,NA,NA,"https://doi.org/10.1093/jme/tjad009",2022-08-05,3,187,"preprint",0,0,0,0,1,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1093/jme/tjad009","Journal of Medical Entomology",TRUE,"hybrid","Characterizing the Vector Data Ecosystem","https://doi.org/10.32942/osf.io/5hw36","https://doi.org/10.1093/jme/tjad009","CC BY-NC 4.0",2022-08-05,2022-08-05,2022-08-05,2022-08-05,1,2022-08-05,"Sadie Jane Ryan","Catherine A. Lippi, Samuel SC Rund, Sadie Jane Ryan",3
"945",945,"elina takola",945,"in√™s","silva",3690,"https://doi.org/10.32942/osf.io/kevqp","repeatability of performance within and across contexts measuring behavioral flexibility","kelsey mccune","united states of america",2016,"vertebrates","https://knb.ecoinformatics.org/view/doi:10.5063/f18k77jh","none",1,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-08-10,8,NA,"preprint",0,0,0,0,0,1,"research article","yes","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Repeatability of performance within and across contexts measuring behavioral flexibility","https://doi.org/10.32942/osf.io/kevqp",NA,"CC BY-SA 4.0",2022-08-10,2022-08-10,2022-08-10,2022-08-10,1,2022-08-10,"Kelsey McCune","Kelsey McCune, Aaron Blaisdell, Zoe Johnson-Ulrich, Dieter Lukas, Maggie MacPherson, Benjamin M Seitz, August Sevchik, Corina J Logan",8
"946",946,"elina takola",946,"in√™s","silva",3691,"https://doi.org/10.32942/osf.io/s5rd7","genomic architecture of resistance and tolerance to swiss needle cast and rhabdocline needle cast diseases in douglas-fir","pooja singh","canada",1964,"microorganisms","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2022-08-10,10,NA,"preprint",1,0,1,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Genomic architecture of resistance and tolerance to Swiss needle cast and Rhabdocline needle cast diseases in Douglas-fir","https://doi.org/10.32942/osf.io/s5rd7",NA,"CC BY-SA 4.0",2022-08-09,2022-08-10,2022-08-10,2022-08-10,1,2022-08-09,"Pooja Singh","Pooja Singh, J. Bradley St.Clair, Brandon M. Lind, Richard Cronn, Nicholas P. Wilhelmi, Mengmeng Lu, Dragana Obreht Vidakovic, Richard C. Hamelin, David C. Shaw, Sally Aitken",10
